time,temp
8.507462687,0.769443797
8.656716418,0.964027519
8.835820896,1.158465485
9,1.372507579
9.164179104,1.547487174
9.343283582,1.72239389
9.492537313,1.897446362
9.671641791,2.091884328
9.880597015,2.305707789
10.05970149,2.500145756
10.23880597,2.675052472
10.44776119,2.869344683
10.65671642,3.063636894
10.8358209,3.25807486
11.01492537,3.413450326
11.19402985,3.607888293
11.40298507,3.763118004
11.6119403,3.957410215
11.79104478,4.112785681
12.02985075,4.306932136
12.20895522,4.462307603
12.41791045,4.637068563
12.59701493,4.79244403
12.7761194,4.967350746
12.95522388,5.122726213
13.1641791,5.277955924
13.40298507,5.433039879
13.64179104,5.588123834
13.88059701,5.762739039
14.13432836,5.937281367
14.35820896,6.0924382
14.59701493,6.247522155
14.8358209,6.36354361
15.07462687,6.518627565
15.31343284,6.634649021
15.52238806,6.750816231
15.76119403,6.905900187
16,7.021921642
16.23880597,7.137943097
16.50746269,7.214756297
16.7761194,7.330631996
17.04477612,7.426976446
17.31343284,7.523320896
17.6119403,7.61951959
17.91044776,7.715718284
18.20895522,7.792385728
18.52238806,7.849449044
18.82089552,7.887053988
19.11940299,7.924658932
19.41791045,7.942732626
19.67164179,7.961024953
19.91044776,7.959858909
20,7.822702892
20.08955224,7.666015625
20.17910448,7.509328358
20.26865672,7.352641091
20.35820896,7.156891325
20.44776119,7.000204058
20.56716418,6.804308535
20.68656716,6.608413013
20.80597015,6.412517491
20.92537313,6.255684468
21.05970149,6.059716068
21.19402985,5.863747668
21.34328358,5.66770639
21.49253731,5.510727612
21.64179104,5.314686334
21.82089552,5.1184993
21.97014925,4.961520522
22.11940299,4.804541744
22.26865672,4.628031716
22.43283582,4.470980061
22.59701493,4.294397155
22.79104478,4.098137243
22.95522388,3.941085588
23.13432836,3.783961054
23.31343284,3.626836521
23.50746269,3.469639109
23.71641791,3.31236882
23.94029851,3.155025653
24.14925373,2.997755364
24.35820896,2.840485075
24.56716418,2.683214785
24.7761194,2.565006996
24.95522388,2.427413713
25.19402985,2.289528918
25.40298507,2.171321129
25.64179104,2.013905084
25.88059701,1.876020289
26.14925373,1.718458489
26.37313433,1.600177822
26.64179104,1.442616021
26.86567164,1.343866604
27.10447761,1.22551306
27.31343284,1.126836521
27.56716418,1.027941348
27.82089552,0.909514925
28.02985075,0.830369636
28.20895522,0.751370103
28.41791045,0.672224813
28.65671642,0.573402519
28.89552239,0.474580224
29.13432836,0.395289179
29.37313433,0.315998134
29.6119403,0.23670709
29.85074627,0.157416045
30.08955224,0.05859375
30.31343284,-0.001093167
30.52238806,-0.041175956
30.68656716,-0.081040112
30.82089552,-0.101227262
