time,temp
7.940298507,-0.009036847
8.029850746,0.185838386
8.089552239,0.341796875
8.179104478,0.536672108
8.298507463,0.692339086
8.417910448,0.887068563
8.537313433,1.042735541
8.656716418,1.237465019
8.776119403,1.432194496
8.925373134,1.626778218
9.044776119,1.782445196
9.223880597,2.015945662
9.343283582,2.17161264
9.52238806,2.405113106
9.671641791,2.599696828
9.791044776,2.755363806
9.910447761,2.950093284
10.08955224,3.14453125
10.23880597,3.339114972
10.3880597,3.494636194
10.56716418,3.68907416
10.7761194,3.922428871
10.98507463,4.155783582
11.19402985,4.389138293
11.40298507,4.622493004
11.58208955,4.81693097
11.76119403,5.011368937
11.97014925,5.205661147
12.17910448,5.439015858
12.3880597,5.672370569
12.62686567,5.905579524
12.8358209,6.099871735
13.04477612,6.294163946
13.37313433,6.565998134
13.55223881,6.760436101
13.76119403,6.915665812
13.97014925,7.070895522
14.14925373,7.226270989
14.32835821,7.381646455
14.53731343,7.536876166
14.74626866,7.692105877
14.92537313,7.808418843
15.10447761,7.92473181
15.31343284,8.079961521
15.52238806,8.196128731
15.70149254,8.312441698
15.97014925,8.467379897
16.32835821,8.70000583
16.62686567,8.854798274
16.89552239,8.970673974
17.10447761,9.086841185
17.34328358,9.16380014
17.58208955,9.279821595
17.88059701,9.395551539
18.11940299,9.472510494
18.3880597,9.549323694
18.62686567,9.626282649
18.89552239,9.703095849
19.13432836,9.740992304
19.37313433,9.778888759
19.64179104,9.816639459
19.91044776,9.854390159
20.11940299,9.892432369
20.3880597,9.891120569
20.62686567,9.929017024
20.86567164,9.927850979
20.95522388,9.810226213
21.01492537,9.614622201
21.07462687,9.37995569
21.1641791,9.106080924
21.25373134,8.871268657
21.34328358,8.59739389
21.46268657,8.303842118
21.56716418,8.088488223
21.67164179,7.853603078
21.79104478,7.657707556
21.91044776,7.461812034
22.02985075,7.226854011
22.14925373,7.030958489
22.26865672,6.835062966
22.3880597,6.639167444
22.55223881,6.423522038
22.68656716,6.208022388
22.80597015,6.051189366
22.95522388,5.855148088
23.07462687,5.659252565
23.19402985,5.502419543
23.32835821,5.325982393
23.50746269,5.129795359
23.70149254,4.914004198
23.85074627,4.75702542
24.02985075,4.560838386
24.20895522,4.403713853
24.3880597,4.207526819
24.59701493,4.01119403
24.86567164,3.775507229
25.13432836,3.539820429
25.31343284,3.382695896
25.49253731,3.225571362
25.73134328,3.068155317
25.94029851,2.910885028
26.11940299,2.792822994
26.31343284,2.655156833
26.53731343,2.497813666
26.7761194,2.359928871
26.95522388,2.241866838
27.19402985,2.084450793
27.40298507,1.966243004
27.6119403,1.808972715
27.79104478,1.729973181
28,1.611765392
28.29850746,1.454057836
28.56716418,1.335558535
28.7761194,1.217350746
28.98507463,1.118674207
29.25373134,1.019706157
29.55223881,0.901061101
29.82089552,0.7825618
30.11940299,0.644385494
30.35820896,0.56509445
30.68656716,0.446303638
31.01492537,0.347044076
31.31343284,0.228399021
31.6119403,0.109753965
