temp,mean,conf_lower,conf_upper
0,-0.0022203955201689674,-0.0024660704939318758,-0.001976248561730831
0.1,-0.0023468976538449414,-0.002607512539770226,-0.0020878238061136254
0.2,-0.0024707532908749535,-0.002746131075516639,-0.0021969188311723167
0.3,-0.0025919702789250943,-0.002881934446194643,-0.002303541053414335
0.4,-0.0027105564831921836,-0.003014931015538174,-0.002407756097020662
0.5,-0.0028265197865054493,-0.0031451291661007672,-0.002509555034159896
0.6,-0.0029398680894291047,-0.0032725372993657213,-0.002608912622630936
0.7,-0.003050609310365844,-0.003397163835857244,-0.002705836259866243
0.8,-0.0031587513856612486,-0.003519017215252605,-0.002800333359932895
0.9,-0.003264302269709138,-0.003638105896495282,-0.0028924113536292367
1,-0.0033672699350578528,-0.003754438357909142,-0.0029818808206782533
1.1,-0.003467662372517501,-0.0038680230973136493,-0.003068804886623528
1.2,-0.0035654875912681655,-0.0039788686321401215,-0.0031533081225649192
1.3,-0.003660753618969092,-0.004086983499549039,-0.0032353981730066923
1.4,-0.0037534685018688627,-0.004192376256548433,-0.0033152293033354777
1.5,-0.003843640304916576,-0.004295055614036922,-0.00339273968735086
1.6,-0.004098406795333868,-0.004580157079869743,-0.0036175315146724173
1.7,-0.004347884217895473,-0.004859636231295838,-0.0038373653850217785
1.8,-0.004592088290654172,-0.005133509624043303,-0.004052256160664386
1.9,-0.004831034766925095,-0.005401793850882424,-0.004262218737239827
2,-0.005064739435491419,-0.005664505541841615,-0.004467268043956203
2.1,-0.005293218120811911,-0.005921364010103616,-0.004667438077317472
2.2,-0.005516486683230326,-0.00617262587956703,-0.004862735018838734
2.3,-0.005734561019186669,-0.006418348318886295,-0.00505316513661862
2.4,-0.005947457061430387,-0.006658548250182747,-0.0052387434881881
2.5,-0.006155190779235456,-0.006893242634489344,-0.005419485165619345
2.6,-0.006357778178617423,-0.007122448471983185,-0.005595405295730569
2.7,-0.006555235302552429,-0.0073461828022201355,-0.005766519040292734
2.8,-0.006747578231198202,-0.00756446270437162,-0.0059328753096289785
2.9,-0.006934823082117094,-0.007777305297463576,-0.0060947128312798075
3,-0.007116986010501139,-0.007984727740617615,-0.0062518015033802225
3.1,-0.0072940832093991775,-0.008186732758326199,-0.006404156535860755
3.2,-0.007466130909946095,-0.008383339767559034,-0.006551793174309531
3.3,-0.007633145381594136,-0.008574577344962548,-0.0066943846931047865
3.4,-0.007795142932346411,-0.008760462820576687,-0.006831995364354695
3.5,-0.007952139908992522,-0.008941013565808141,-0.006964949954293467
3.6,-0.00810415269734642,-0.009116246993685594,-0.007093231304193926
3.7,-0.00825119772248647,-0.009286180559117318,-0.007216879765840272
3.8,-0.008393291448997753,-0.009450831759151256,-0.0073362194210103895
3.9,-0.00853045038121668,-0.00961021813323751,-0.007450944976028056
4,-0.008662691063477869,-0.00976435726349337,-0.0075608751203793175
4.1,-0.00879003008036339,-0.009913266774970834,-0.007666081110185928
4.2,-0.008912484056954354,-0.010056964335926708,-0.0077666956680764836
4.3,-0.009030069659084903,-0.010195467658095269,-0.007862734611171372
4.4,-0.009142803593598627,-0.010328794496963573,-0.007954360398698866
4.5,-0.00925070260860741,-0.010456962785972964,-0.008041519419665246
4.6,-0.0093537834937528,-0.010580333579564493,-0.008124164574895152
4.7,-0.009452063080469857,-0.010698601937910779,-0.008202311788195167
4.8,-0.009545558242253576,-0.010811785635599681,-0.008275977023194117
4.9,-0.009634285894927867,-0.010919902491792869,-0.00834517628359721
5,-0.009718262996917172,-0.01102297037051258,-0.008409925613442691
5.1,-0.009797506549520706,-0.011120709826609478,-0.008470260130892204
5.2,-0.009872033597189394,-0.011213378733396773,-0.008526187146009901
5.3,-0.00994186122780551,-0.011301035516763668,-0.008577714062399412
5.4,-0.01000700657296509,-0.011383698363960823,-0.008624857080118058
5.5,-0.010067486808263085,-0.011461385509120407,-0.008667632440851909
5.6,-0.010123319153581403,-0.011534115233564903,-0.00870605642818767
5.7,-0.010174520873379736,-0.011601905866118985,-0.008740145367887243
5.8,-0.01022110927698933,-0.011664775783424529,-0.008769949341555866
5.9,-0.010263101718909689,-0.011722743410258776,-0.008795708255376898
6,-0.010300515599108223,-0.011775827219855744,-0.008817193193559381
6.1,-0.01033336836332293,-0.011824031259262648,-0.008834420559610437
6.2,-0.010361677503368126,-0.011867376276528584,-0.008847406800269568
6.3,-0.01038546055744326,-0.01190589218798738,-0.008855826398714328
6.4,-0.010404735110444874,-0.011939597672058795,-0.008859686652479864
6.5,-0.010419518794281712,-0.011968511457307294,-0.008859329929711949
6.6,-0.010429829288193094,-0.011992652322783917,-0.008854697080129497
6.7,-0.010435684319070496,-0.012012039098371632,-0.008844912378628906
6.8,-0.010437101661782466,-0.01202669066513432,-0.008831271677224861
6.9,-0.010434099139502898,-0.012036625955669351,-0.008813471146281752
7,-0.010426694624042665,-0.012041863954463838,-0.008791527816131947
7.1,-0.010414906036184727,-0.012042423698254631,-0.008765458763838337
7.2,-0.010398751346022715,-0.012038324276392077,-0.008735281113516891
7.3,-0.01037824857330303,-0.012029584831207616,-0.00870101203666256
7.4,-0.010353415787770576,-0.012016224558385257,-0.00866266875247859
7.5,-0.010324271109518064,-0.01199826270733697,-0.008620268528209282
7.6,-0.01029083270933905,-0.01197571858158212,-0.008573828679476253
7.7,-0.010253118809084687,-0.011948611539130901,-0.008523366570618243
7.8,-0.010211147682024253,-0.011916960992871867,-0.008468899615034513
7.9,-0.01016493765320954,-0.011880786410963682,-0.0084104452755319
8,-0.010114507099843116,-0.011840107317231032,-0.00834802106467555
8.1,-0.01005987445165056,-0.01179494329156484,-0.008281644545143416
8.2,-0.010001058191256669,-0.011745313970326823,-0.00821133333008455
8.3,-0.00993807685456574,-0.011691239046758445,-0.008137105083481236
8.4,-0.009870949031145984,-0.011632853426757548,-0.008059050900346405
8.5,-0.009799693364618077,-0.011571336393964403,-0.00797712363067626
8.6,-0.009724328553047992,-0.011505336034130162,-0.007891333955465858
8.7,-0.009644873349344087,-0.011433650616993394,-0.007801699736129021
8.8,-0.009561346561658576,-0.011357617451558055,-0.007709761391627688
8.9,-0.009473767053793406,-0.011277256566521524,-0.007614733582815713
9,-0.009382153745610633,-0.011192588050340305,-0.007515950013854797
9.1,-0.00928652561344732,-0.011103632051675196,-0.007413428511360695
9.2,-0.009186901690535083,-0.011010637331013814,-0.007307310947348839
9.3,-0.009083301067424294,-0.01091430361631574,-0.007197662850019227
