temp,mean,conf_lower,conf_upper
0,2.6267745715121738,2.3000941135548367,2.9558455957361245
0.1,2.6285330484395004,2.303116501289458,2.9561147629551696
0.2,2.6302702490721916,2.306110127946518,2.956301951770658
0.3,2.631986173410247,2.3090749935260177,2.9565076422054704
0.4,2.633680821453666,2.312011098027955,2.956729478052254
0.5,2.635354193202449,2.3149324736006887,2.9568677517165347
0.6,2.637006288656597,2.3178444562461817,2.9569140685869897
0.7,2.638637107816108,2.320727386381328,2.9571503618335124
0.8,2.640246650680984,2.323581264006128,2.9575087181143385
0.9,2.6418349172512237,2.32639193048479,2.957681801774517
1,2.6434019075268274,2.329152337513467,2.957645483620058
1.1,2.6449476215077947,2.3318839955149158,2.9575013048527934
1.2,2.646472059194127,2.334586904489137,2.9573475673168654
1.3,2.647975220585823,2.337210569008429,2.957679442037105
1.4,2.6494571056828833,2.33968623140182,2.9580304792876593
1.5,2.650917714485307,2.342148474775191,2.9583674941580407
1.6,2.6523570469930955,2.3448952448941225,2.958535408461076
1.7,2.653775103206248,2.3476113150448246,2.9584961320756813
1.8,2.6551718831247646,2.350297550829223,2.9584345071871594
1.9,2.6565473867486453,2.3529487145222183,2.958362382113782
2,2.6579016140778897,2.355585518509483,2.958276159628141
2.1,2.6592345651124987,2.3581847582209465,2.9581772195814824
2.2,2.6605462398524713,2.3607282957828764,2.9583920061831472
2.3,2.6618366382978085,2.363253067774739,2.958431342753551
2.4,2.6631057604485093,2.3657471996438293,2.958308336503163
2.5,2.6643536063045747,2.368210691390147,2.958164271342132
2.6,2.665580175866004,2.370643543013693,2.9580425925048286
2.7,2.666785469132797,2.3730577237078605,2.957911825319661
2.8,2.6679694861049548,2.3754520892739173,2.957748473042428
2.9,2.6691322267824757,2.3779048168246764,2.9577277686902548
3,2.6702736911653613,2.3802355917641447,2.9578071090633005
3.1,2.6713938792536114,2.382401153516672,2.9575976477954002
3.2,2.672492791047225,2.38480765338575,2.957376646124643
3.3,2.6735704265462035,2.387099449760592,2.9571270529497067
3.4,2.674626785750545,2.389264606897622,2.9568584322487275
3.5,2.6756618686602507,2.3914420251748285,2.956576303402617
3.6,2.676675675275321,2.393593823599633,2.9562829194970766
3.7,2.6776682055957552,2.3955173226556448,2.956421389762558
3.8,2.6786394596215537,2.397542778252165,2.9562940224338146
3.9,2.679589437352716,2.3995824429733377,2.9564441755155952
4,2.6805181387892425,2.4017570249686955,2.956229121193042
4.1,2.681425563931133,2.4033256904866263,2.9559437439856397
4.2,2.6823117127783878,2.4053232807674783,2.955861572269305
4.3,2.683176585331007,2.4072567814183623,2.9561472642391933
4.4,2.6840201815889895,2.4092949937772694,2.9561924793474486
4.5,2.6848425015523363,2.4109482857961826,2.9562122346971016
4.6,2.6856435452210476,2.412711038078538,2.9559822981433577
4.7,2.6864233125951227,2.4146513143546864,2.95573045105501
4.8,2.6871818036745623,2.415764456121395,2.9560292966685155
4.9,2.6879190184593655,2.417620636017068,2.955687457043782
5,2.6886349569495325,2.419444492026411,2.955654607052481
5.1,2.689329619145064,2.4206289302363104,2.955364110221402
5.2,2.69000300504596,2.4222035730840417,2.95503920750494
5.3,2.6906551146522197,2.4235586185812608,2.954723926212786
5.4,2.691285947963843,2.4246347498424283,2.9545021153002304
5.5,2.691895504980831,2.425686472518777,2.954481317491391
5.6,2.692483785703183,2.4267621226137512,2.954833495325982
5.7,2.693050790130899,2.428106542728612,2.9544486204375255
5.8,2.6935965182639796,2.4290178978900805,2.954552646284978
5.9,2.694120970102424,2.4302789650903227,2.954530384479416
6,2.694624145646232,2.431282745029656,2.9542175267802433
6.1,2.6951060448954043,2.432285559988961,2.95458051158425
6.2,2.695566667849941,2.433397989469185,2.954798106229321
6.3,2.696006014509842,2.4344329137593337,2.954302426577488
6.4,2.6964240848751064,2.435564556326539,2.9543849093589833
6.5,2.696820878945735,2.436669358643471,2.954467952388832
6.6,2.6971963967217283,2.4375686285374845,2.9545281004175665
6.7,2.6975506382030847,2.438468579783703,2.954570427394497
6.8,2.6978836033898066,2.439267711528455,2.9544466559389675
6.9,2.6981952922818917,2.439990382834596,2.954522188652933
7,2.6984857048793405,2.440940141209994,2.9542162523402054
7.1,2.7020026587339947,2.446998863301858,2.9547021954327337
7.2,2.7054770599993763,2.453272906213237,2.9554402537552003
7.3,2.708908908675487,2.459379896052206,2.9562183415649903
7.4,2.712298204762325,2.465231767395486,2.957146094929259
7.5,2.715644948259892,2.4712628400271193,2.9577915579643674
7.6,2.7189491391681866,2.477315466173934,2.9586057579734484
7.7,2.7222107774872093,2.4836028208997334,2.959308343506715
7.8,2.725429863216961,2.4890671315934996,2.9601522001586646
7.9,2.7286063963574403,2.494945322395627,2.961073319423587
8,2.7317403769086477,2.500765134350436,2.961719569983104
8.1,2.7348318048705833,2.5063683853157626,2.962614994933742
8.2,2.737880680243247,2.511878696631663,2.9633620417940123
8.3,2.7408870030266392,2.5174417982390622,2.963894389373017
8.4,2.7438507732207595,2.522975516282081,2.9640997139293677
8.5,2.746771990825608,2.5283980341550736,2.9647794944195898
8.6,2.7496506558411844,2.533697673993929,2.965113949031542
8.7,2.752486768267489,2.538889678287328,2.9658823224296644
8.8,2.7552803281045226,2.543929935135179,2.9666383132037795
8.9,2.7580313353522836,2.548902937141571,2.967259306809542
9,2.760739790010773,2.5539087276674097,2.9678662644956164
9.1,2.7634056920799903,2.559059653122647,2.9688195367684846
9.2,2.766029041559936,2.5635875175869534,2.9694845657772664
9.3,2.76860983845061,2.568176710631561,2.970308340944265
9.4,2.7711480827520125,2.572389088457737,2.9709727531551913
9.5,2.7736437744641425,2.576626190864851,2.9714905180156626
9.6,2.776096913587001,2.5806215134910344,2.972131225068923
9.7,2.778507500120587,2.584613126210777,2.9725506186375146
9.8,2.7808755340649025,2.5886885803622164,2.9733401960148935
9.9,2.7832010154199454,2.5928965312641257,2.973885897686861
10,2.7854839441857164,2.5972571279905043,2.974527547903487
10.1,2.787724320362216,2.6010205047333357,2.975244117617013
10.2,2.7899221439494433,2.604643838415432,2.9758618481084165
10.3,2.7920774149473995,2.608476638678657,2.9761889259441756
10.4,2.794190133356083,2.612165735147642,2.9766314000471783
10.5,2.7962602991754952,2.615903280575457,2.9769751383174126
10.6,2.7982879124056357,2.6196159635007072,2.9776103731930994
10.7,2.8002729730465035,2.6231367588087826,2.9779350085154617
10.8,2.8022154810981013,2.6269224835599876,2.978283545369952
10.9,2.8041154365604255,2.6305628868457704,2.978508367409482
11,2.8059728394334784,2.6340018920353945,2.9785104740017054
11.1,2.8077876897172596,2.6372494312042596,2.9784256304558863
11.2,2.809559987411769,2.6404452128914295,2.978449074054833
11.3,2.811289732517007,2.6436002016226805,2.9784105437716315
11.4,2.812976925032973,2.64680832489179,2.978330331229839
11.5,2.8146215649596664,2.649920997349728,2.9783979866996386
11.6,2.8162236522970883,2.6530973029228466,2.978343538574282
11.7,2.8177831870452383,2.6561416579630572,2.9784250562848333
11.8,2.8193001692041175,2.659174044608375,2.978607376159765
11.9,2.820774598773724,2.6621719491220692,2.9788164556243526
12,2.822206475754059,2.6654261789305913,2.978845998118695
12.1,2.823595800145122,2.668486799312169,2.9788002503630215
12.2,2.824942571946913,2.671508759272237,2.9786291380451138
12.3,2.8262467911594324,2.674499724193076,2.9785689065565437
12.4,2.8275084577826806,2.677447018480878,2.9784161270714975
12.5,2.8287275718166556,2.680350593423182,2.978135364647168
12.6,2.82990413326136,2.683210449019989,2.9777215429672164
12.7,2.8310381421167916,2.6860265852713,2.977260349556417
12.8,2.8321295983829526,2.688799002177113,2.9768936405275728
12.9,2.833178502059841,2.691432972069638,2.976510830673143
13,2.8341848531474576,2.6940998033414223,2.976082361072643
13.1,2.8351486516458024,2.6967426451559398,2.9757094652994893
13.2,2.836069897554875,2.6993519618853306,2.975213199459864
13.3,2.836948590874677,2.7018358515601983,2.9745497965611785
13.4,2.8377847316052063,2.7041482781930863,2.9738391649795783
13.5,2.838578319746464,2.706507899021369,2.9731989740473312
13.6,2.8393293552984495,2.7087840636937157,2.9727268200715837
13.7,2.8400378382611637,2.7111194178852362,2.972147142743797
13.8,2.840703768634606,2.713079679721689,2.971498657707907
13.9,2.8413271464187764,2.7148208646391057,2.9706688228210316
14,2.841907971613675,2.716525482934647,2.9698022985811714
14.1,2.8424462442193015,2.718189361387739,2.968855012911197
14.2,2.8429419642356564,2.719828237310908,2.967790808536234
14.3,2.8433951316627395,2.721508195518113,2.96671525618725
14.4,2.843805746500551,2.723036208202116,2.965623091327047
14.5,2.84417380874909,2.7247124434962844,2.9644146063611503
14.6,2.844499318408358,2.7262131206935742,2.963086142417948
14.7,2.8447822754783534,2.727765241590129,2.9620302026256145
14.8,2.845022679959078,2.729274235206595,2.9609848948820963
14.9,2.84522053185053,2.7307175766531344,2.9597687907664456
15,2.84537583115271,2.7318605839741075,2.9584392759067706
15.1,2.845488577865619,2.732964127131437,2.9569605760348905
15.2,2.845558771989255,2.7340297422068254,2.955246874582892
15.3,2.8455864135236206,2.7349028173562875,2.953988021961016
15.4,2.8455715024687143,2.7358200227144898,2.9530178532978724
15.5,2.845514038824535,2.7368406682991937,2.9520415383559873
15.6,2.8454140225910844,2.738113557394537,2.950823667645527
15.7,2.845271453768362,2.7393705602378997,2.9491183798796783
15.8,2.845086332356368,2.7405880916408027,2.947458330370477
15.9,2.8448586583551023,2.741630735830069,2.9460159620021313
16,2.844588431764564,2.742636131245119,2.94435326255412
16.1,2.844275652584755,2.7436996972751397,2.942680417769574
16.2,2.843920320815673,2.7448119900002617,2.9410637541202647
16.3,2.84352243645732,2.745895222803231,2.9392404841987343
16.4,2.843081999509695,2.746707410835344,2.937294406809089
16.5,2.842599009972798,2.747454503996252,2.935293592162198
16.6,2.8420734678466295,2.748224088490124,2.9332798837088374
16.7,2.841505373131189,2.7490489000233076,2.931176605410671
16.8,2.8408947258264767,2.7498482028642837,2.929004574635142
16.9,2.8402415259324925,2.750730860139585,2.9271229995612025
17,2.8395457734492364,2.751389604964829,2.9251729308831633
17.1,2.8388074683767086,2.751791022345485,2.9228754475654375
17.2,2.838026610714909,2.752537669022451,2.9205370119096115
17.3,2.837203200463838,2.7530452640841707,2.9181405728143632
17.4,2.8363372376234945,2.753506720718737,2.9156956942578303
