temp,mean,conf_lower,conf_upper
0,0.016542309924304735,0.013582782491825299,0.01869641120989635
0.1,0.016794655507475564,0.013824810923781848,0.018953670434483986
0.2,0.01705073198598069,0.014071388757503033,0.01921447948238573
0.3,0.017310577012737933,0.014322094459986659,0.01947217054357095
0.4,0.01757422825932151,0.014576974310070675,0.01973283435313724
0.5,0.017841723408520287,0.01482924156364156,0.01999705414794858
0.6,0.01811310014681253,0.015088721086223856,0.020264865471356874
0.7,0.018388396156761418,0.015353727133506603,0.020536303956917974
0.8,0.018667649109331733,0.015628039143321695,0.020815963177130907
0.9,0.018950896656124937,0.01589319274325429,0.02110275223224097
1,0.019238176421539886,0.016160292077426457,0.021393483250181377
1.1,0.01952952599485244,0.016439198485229206,0.021688194520725426
1.2,0.0198249829222199,0.016715078643322487,0.021986924358557244
1.3,0.020124584698608523,0.017004611637116786,0.022286629817552864
1.4,0.020428368759641824,0.01730437319487983,0.02258673276251579
1.5,0.02073637247337471,0.017609561046367652,0.022900228295662295
1.6,0.021048633131987477,0.017919522773890015,0.023217825929009433
1.7,0.021365187943402905,0.018234303149607944,0.023539559973487507
1.8,0.02168607402282453,0.018553764797740027,0.023865464674685716
1.9,0.02201132838419399,0.01887787217191841,0.02419557420582321
2,0.02234098793156832,0.01919908971248533,0.0245296041076951
2.1,0.02267508945041271,0.019526764464507955,0.0248668311872159
2.2,0.02301366959881002,0.019862242237707616,0.025208465338847828
2.3,0.023356764898582863,0.02020078708596316,0.025552795402035436
2.4,0.023704411726325245,0.020543745572046815,0.02589510097670829
2.5,0.02405664630434415,0.020898161296483364,0.02624102867486852
2.6,0.02441350469150345,0.021254171142211967,0.02658754634462161
2.7,0.02477502277396982,0.021615158305691003,0.026936039680499468
2.8,0.02514123625585684,0.02198163010203883,0.027288830987137535
2.9,0.025512180649759738,0.022353396281446856,0.02765286958021113
3,0.025887891267180756,0.02273311323786931,0.028025106546773385
3.1,0.026268403208835507,0.023113466788174854,0.028395742377772554
3.2,0.026653751354837503,0.023499727230768153,0.0287793198485235
