temp,mean,conf_lower,conf_upper
0,6.714794826044414,5.3114092145419445,6.819166428949135
0.1,6.741250652216517,5.318459188757414,6.846863878121354
0.2,6.768194563580174,5.325691185255949,6.87499088999975
0.3,6.795635299106683,5.333109810603518,6.904215933348682
0.4,6.823581746631585,5.340719784794815,6.93388422038034
0.5,6.852042945166328,5.348525943937274,6.964433014675608
0.6,6.881028087238873,5.356533242994671,6.996656528878265
0.7,6.910546521263378,5.3647467585916155,7.028670865172193
0.8,6.94060775393909,5.373171691879971,7.062000858704772
0.9,6.971221452678509,5.381813371468595,7.095083885866424
1,7.002397448064978,5.390677256417512,7.127860639558576
1.1,7.03414573633974,5.3997689392977914,7.161687099936837
1.2,7.066476481918558,5.4090941493184905,7.197104773561861
1.3,7.0994000199379546,5.418658755521796,7.233745954602633
1.4,7.132926858831108,5.428468770047815,7.271093395449243
1.5,7.167067682933481,5.438530351470274,7.309262529931598
1.6,7.2018333551181435,5.448849808204439,7.348402533623162
1.7,7.237234919460855,5.459433601988708,7.3882235954001345
1.8,7.273283603934855,5.469993899626673,7.4281857140161565
1.9,7.3099908231353705,5.480779943149053,7.4690164202222284
2,7.347368181033771,5.4918330768502335,7.511148798744261
2.1,7.3854274737613395,5.503159750403214,7.554094497355798
2.2,7.424180692422555,5.514766563772193,7.597868689607967
2.3,7.463640025937822,5.526660270528787,7.642055928189083
2.4,7.503817863915496,5.538847781234872,7.686549146770047
2.5,7.544726799553103,5.551336166893157,7.731573290142983
2.6,7.5863796325675565,5.564132662466487,7.778068770405716
2.7,7.628789372154239,5.577244670467141,7.826163269636954
2.8,7.671969239974686,5.590679764617134,7.875181744919897
2.9,7.715932673172688,5.604445693580598,7.9251412914053985
3,7.760693327418531,5.618550384769596,7.976059300660292
3.1,7.806265079981102,5.63300194822417,8.027953465181788
3.2,7.852662032827546,5.647808680568086,8.080841782959661
3.3,7.899898515750129,5.662979069041205,8.134742562085874
3.4,7.947989089519941,5.678521795609634,8.189674425411356
3.5,7.996948549067049,5.694445741155036,8.245656315249526
3.6,8.046791926686643,5.710759989743866,8.302689749409728
3.7,8.097534495270711,5.727473832978066,8.360755506639297
3.8,8.149191771564759,5.744596774428102,8.419927716127992
3.9,8.201779519449014,5.762138534149603,8.480226599575296
4,8.255313753243524,5.7801090532847805,8.541672721987746
4.1,8.309810741036557,5.7985184987496625,8.60458639029752
4.2,8.365287008035635,5.817377268008428,8.668590743344314
4.3,8.421759339940463,5.836695993935844,8.733694692430662
4.4,8.47924478633706,5.856485549768989,8.800034323245258
4.5,8.53776066411225,5.87675705414944,8.86614464923793
4.6,8.597324560887698,5.8975218762569455,8.934597235566647
4.7,8.657954338472575,5.91879164103574,9.004697835132484
4.8,8.719668136333922,5.940578234514566,9.076136039799913
4.9,8.782484375083726,5.96289380922149,9.149074866029025
5,8.846421759981592,5.985750789694609,9.222694147304882
5.1,8.91149928445199,6.00916187808959,9.2973282894041
5.2,8.977736233614834,6.0331400598852385,9.373356328168935
5.3,9.045152187828165,6.057698609687913,9.450803131700852
5.4,9.113767026241684,6.082851097135843,9.53046252660453
5.5,9.183600930359695,6.108611392904407,9.611709209426838
5.6,9.254674387612113,6.1349936748131215,9.694480517103978
5.7,9.32700819493192,6.16286560896281,9.778803619772058
5.8,9.400623462337611,6.191835535188,9.864706127310738
5.9,9.475541616518832,6.221539034587652,9.9522160950155385
6,9.55178440442361,6.251994133185705,10.04136202929154
6.1,9.629373896845244,6.283219280089239,10.132172893366336
